,SIRT1_0.0,SIRT1_0.1,SIRT1_0.2,SIRT1_0.3,SIRT1_0.4,SIRT1_0.5,SIRT1_0.6,SIRT1_0.7,SIRT1_0.8,SIRT1_0.9,SIRT1_1.0
GLUDC,0.0,0.0,10.173836739014405,0.0,0.0,31.850232155762797,0.3520506054022121,10.478988260802705,0.0,57.539652108018224,0.0
GLUDxm,989.6478395080298,985.8281472436977,1000.0,968.8250873321806,880.8347768542656,-590.2390691921518,974.4258151003455,989.4403896274553,-1000.0,315.53137588220466,-1000.0
GLUDym,-1000.0,-1000.0,-997.7035208830681,-1000.0,-898.1386622693348,525.297508747698,-1000.0,-1000.0,796.6055856381333,-363.90156149548386,963.2474430013825
GluForTx,0.0,0.0,0.0,9.192526847572948,0.0,9.19252684757295,0.1699956927075359,0.0,9.19252684757295,9.19252684757295,9.19252684757295
GLUNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.266475393679457
GLUt2m,-24.24481487463976,-12.333253575417757,-6.905070924315787,-265.19475607640493,-17.629868061790965,-226.60909453558043,-76.32320652938898,-78.10551990480144,-247.22238709175014,-206.96009454251566,-63.03346455974145
GLUt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
GLUt7l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUTCOADHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUVESSEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLXO2p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLXtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLXtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYAMDTRc,-0.2951964563393854,-0.9192995904422787,6.905070924315844,7.005070924315936,-0.2951964563393843,-1.0,-0.2951964563393821,7.405070924315579,-0.29519645633938474,-1.0,-0.2951964563393845
GLYATm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYBt4_2_r,1000.0,-1000.0,1000.0,1000.0,1000.0,-1000.0,-1000.0,-1000.0,1000.0,-1000.0,-1000.0
GLYBtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYC3Ptm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTDy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTDym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYC_St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCTO1p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYKm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYOp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYOXm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYt7_211_r,-11.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,966.6550495703657,784.1056973676843,1000.0,-980.0
GLYtm,18.12990142201696,0.0,-6.891517371529517,3.0238279966708816,-2.5510738116618112,2.0884353413346766,13.381791286128305,7.349900895770834,14.687653766690758,2.831496636296605,5.6628266059265435
GLYtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYVESSEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNDer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP1CALPHAte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP1CALPHAtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP1Cte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP1Ctg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPAM_hs,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
GPIAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPIDA2er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPIDAer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPIMTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GQ1BALPHAte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GQ1BALPHAtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GQ1Bte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GQ1Btg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRTTx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSNt,1000.0,1000.0,1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
GSNt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSNtl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26561552713622
GT1Ate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GT1Atg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHDH,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
GTHO,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
GTHOm,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,693.5717626119065
GTHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHPe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHPm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHRDt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHRDtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTMLTe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUACYC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.4404437017851
GULLACter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULN3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULNDer,1000.0,899.0862509764411,1000.0,989.1303202362441,1000.0,0.0,1000.0,0.0,198.50299401197594,1000.0,0.0
GULNter,1000.0,899.0862509764411,1000.0,989.1303202362441,1000.0,0.0,1000.0,0.0,198.50299401197594,1000.0,0.0
GUR1PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2CO3Dm,0.0,0.0,0.0,311.6658188944672,127.6577834440258,565.9265980717664,516.7381217804241,134.25274667877034,631.5249053384541,10.87788224884467,6.619610422635539
H2ETer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2MTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2O2syn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2O2t,-0.11169940938987111,0.0,0.0,0.0,0.0,0.0,0.0,-22.27303447426999,0.0,0.0,0.0
H2O2tly,-498.5,-498.65000000000003,-498.8,501.05,-499.09999999999997,-499.25,507.9039633801383,500.45,500.3,500.15000000000003,510.6328077635681
H2O2tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2O2tn,0.0,0.0,-0.09615837950896435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6821176837889457
H2O2tp,-0.11169940938989756,0.0,21.945403656088622,0.0,0.0,2.549922614745526,0.0,-10.355240179670716,0.0,0.0,0.6821176837889453
H2Oter,1000.0,900.0,1000.0,990.2287190550237,1000.0,1000.0,1000.0,738.105253113578,-797.3369216182277,1000.0,1000.0
H2Otg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2Otly,1000.0,1000.0,1000.0,-1000.0,1000.0,1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
H2Otm,772.487744506803,1000.0,1000.0,1000.0,1000.0,592.3649263506568,380.74746169160426,-950.944497209882,-627.5570583870006,787.1425417597488,604.638780996898
H2Otn,1000.0,898.3069214174642,800.8510653248355,700.0,600.0,1000.0,-200.0,799.828420099725,-600.0,100.85106532483553,-332.5351217894371
H2Otp,-999.8883005906101,-1000.0,-1000.0,-1000.0,-1000.0,-0.7626873489709851,-1000.0,-1000.0,-992.7747777911621,-1000.0,19.17671358411767
H3ETer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3MTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4ET3er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4ETer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H5MTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6_ET2er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6ET3er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6_ETer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6MTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H7ET2er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H7_ETer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H7MTer_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H7_TAer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H8TAer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD1x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACD9m,8.172552691327741,0.0,0.0,0.0,0.0,8.172552691327741,8.172552691327741,0.0,0.0,0.0,-0.9163755594005352
HAtly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBZOPT10m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3_CLt,1000.0,1000.0,1000.0,-1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
HCOUMARINte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDCAter,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0
HDCAtr,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
HDCEAtr,1000.0,1000.0,1000.0,1000.0,10.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0
HDD2COAtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225222208837856,0.0,0.0
HESTRATRIOLte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HESTRATRIOLtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXCCOAtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXCt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGNTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIBDm,0.0,0.0,0.0,0.0,0.0,7.747569847492644,7.747569847492645,0.0,0.0,0.0,0.0
HISDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTASE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTAtu,-1000.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,-1000.0,1000.0
HISTAVESSEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIStiDF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIStN1,-1000.0,1000.0,10.0,-1000.0,1000.0,690.8083729805005,317.37954484809535,110.0,259.7011081544106,1000.0,1000.0
HKt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKYNH,0.0015732157587366388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCOASi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCOASim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24653106161756,0.0,0.0,17.21518244734957
HMGCOAtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24653106161756,0.0,0.0,-17.21518244734957
HMGCOAtx,125.0,0.0,275.0,0.0,0.0,500.0,0.0,500.7947843350606,0.0,0.0,142.21518244734958
HMGLm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGLx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24653106161756,0.0,0.0,17.21518244734957
HOMt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPACtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPCLx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPDCACRNCPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPDCACRNCPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPDCACRNt,0.0,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0
HPDCAt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPYRDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPYRDCm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPYRR2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPYRRy,0.0,5.891517371529473,0.0,2.518617267862396,4.340443559867708,12.36068202873475,0.0,0.0,0.0,623.2012132207092,212.39300879172504
HPYRtp,0.0,0.0,0.0,0.0,0.0,-12.36068202873475,0.0,0.0,0.0,0.0,0.0
HRETNtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS1ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS2ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS4ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSAT1ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSAT2ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSAT3ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSAT4ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD11B1r,-1000.0,-899.0862509764411,-800.0,700.0,-600.0,-500.0,400.0,-300.00000000000006,-199.99999999999994,-99.99999999999997,0.0
HSD11B2r,1000.0,899.0862509764411,800.0,-700.0,600.0,1000.0,-400.0,305.40648746508987,199.99999999999994,99.99999999999997,0.0
HSD17B2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B42x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B7r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497005988023952,0.0,0.0
HSD17B8r,1.497005988023952,1.0,1.497005988023952,1.0,1.0,1.0,1.497005988023952,1.497005988023952,0.0,1.0,0.0
HSD17B9r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3A1r,-1000.0,1000.0,1000.0,699.0,1000.0,500.0,1000.0,-1000.0,-1000.0,-1000.0,1000.0
HSD3A2r,1000.0,-1000.0,-1000.0,-699.0,-1000.0,-500.0,-1000.0,1000.0,1000.0,1000.0,-1000.0
HSD3B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B11r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B12r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B13r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B3r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B7P,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,899.0,0.0
HSPASEly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPGt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPGtly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTAXOLte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Htg,2.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.9999999999996056
Htr,1000.0,-1.7999999999999545,800.6970059880241,998.5016011812202,1000.0,500.4995004995005,923.3828616583971,262.2947468864222,996.9369216182276,1000.0,0.0
Htx,1000.0,-400.0000000000001,-21.94540365608873,-450.0,-158.21276473422535,-1000.0,550.0,620.7104803593417,1000.0,1000.0,-1000.0
HXANtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYPOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYPTROX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHxm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHyp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHyrm,-6.888672915891618,-14.533334793432232,-4.6972267971996615,-31.65023215576342,-15.157437927535284,0.0,-22.575650395495813,-263.47017321918634,-383.1627484282367,25.289419952254647,14.311537703410277
IDHPOXOX2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDHPOXOXb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOAASE1ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOAASE2ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOAASE3ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOAASE4ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOURtly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDPtn,0.0,-1000.0,-1000.0,289.7191156853585,0.0,1000.0,950.0,0.0,-850.0,180.10000000000002,-750.0
ILEt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEt5m,8.172552691327741,0.0,0.0,8.172552691327736,0.0,8.172552691327741,8.172552691327741,7.7263171919373335,8.172552691327741,0.0,0.0
ILETAm,8.172552691327741,0.0,0.0,8.172552691327736,0.0,8.172552691327741,8.172552691327741,7.7263171919373335,8.172552691327741,0.0,0.0
ILEtec,1000.0,1000.0,1000.0,51.25156705140341,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
INOSTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt,0.5732157588503242,-1000.0,-1000.0,-1000.0,1000.0,-998.0,-1000.0,-1000.0,-1000.0,1000.0,1000.0
INSt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTt2r,-967.0665133405629,-1000.0,-1000.0,0.14893467516444425,-1000.0,-1000.0,-1000.0,1.0,1.0,1000.0,-418.43832009682507
INSTt4,-31.933486659437108,1.0,1.0,-1000.0,1000.0,1.0,1000.0,-1000.0,-1000.0,1.0,-581.4127452280105
IPDDIx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDPtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It,1000.0,1000.0,1000.0,500.0,1000.0,509.91310219963816,1000.0,500.0,500.0,500.0,500.0
ITCOAL1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITCOALm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPtn,0.0,1000.0,1000.0,-289.7191156853585,0.0,-1000.0,-950.0,0.0,850.0,-180.10000000000002,750.0
KAS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCC2t,-1000.0,1000.0,1000.0,1000.0,-999.0267842411504,1000.0,1000.0,747.5863686969346,1000.0,1000.0,1000.0
KCCt,-999.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,0.0,-569.4180436009935,1000.0,1000.0
KDNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSII_CORE2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSII_CORE2tly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSII_CORE4t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSII_CORE4tly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSItly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kt3g,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
KYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYN3OX,0.0015732157587366388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYNAKGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYNATESYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACZe,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
LALDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPCOAl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCADi_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCADim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCAT1e,1.8058497046949489,0.0,0.0,0.0,1.8058497046949489,0.0,0.0,0.0,0.0,0.0,0.0
LCTStg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCYSTAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCYSTCBOXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDH_Lm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEUKTRA4t,1000.0,-1000.0,-1000.0,1000.0,-1000.0,-1000.0,1000.0,-1000.0,-1000.0,-1000.0,1000.0
LEUKTRA4tr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEUKTRB4t,-1000.0,-1000.0,-1000.0,1000.0,-1000.0,-1000.0,1000.0,-1000.0,-1000.0,1000.0,-1000.0
LEUKTRB4tr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEUKTRC4t,-1000.0,1000.0,1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0
