ID,V3_C005,V3_C009,V3_C010,V3_C016,V3_C018,V3_C019,V3_C100,V3_C101,V3_C105,V3_C106,V3_C110,V3_C111,V3_C112,V3_C113,V3_C114,V3_C117,V3_C119,V3_C120,V4_C005,V4_C009,V4_C010,V4_C016,V4_C018,V4_C019,V4_C100,V4_C101,V4_C105,V4_C106,V4_C110,V4_C111,V4_C112,V4_C113,V4_C114,V4_C117,V4_C119,V4_C120,V5_C005,V5_C009,V5_C010,V5_C018,V5_C019,V5_C100,V5_C101,V5_C105,V5_C106,V5_C110,V5_C111,V5_C112,V5_C113,V5_C114,V5_C117,V5_C119,V5_C120,V6_C005,V6_C009,V6_C010,V6_C016,V6_C018,V6_C019,V6_C100,V6_C101,V6_C105,V6_C106,V6_C110,V6_C111,V6_C112,V6_C113,V6_C114,V6_C117,V6_C119,V6_C120
panBacteroides_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBacteroides_uniformis,0,0,0.0096025,0,0.0016636,0,0,0,0.0071232,0,0,0,0,0,0,0.056211,0,0,0.0040085,0,0.039355,0,0,0,0,0,0.0014008,0,0,0.011948,0,0,0,0.012893,0,0,0,0,0.0067559,0,0,0,0,0.0051003,0,0,0.0013563,0,0.004199,0,0,0,0,0.0023044,0,0.0014451,0.0011239,0,0,0,0.0013054,0.0012217,0,0,0.0013235,0,0,0,0.0012873,0,0.0027853
panBacteroides_xylanisolvens,0,0,0.0051051,0,0,0,0,0,0,0,0,0.0037497,0,0,0,0,0,0,0,0,0.019355,0,0,0,0,0,0,0,0,0.0057072,0,0,0,0,0,0,0,0,0.0032439,0,0,0,0,0,0,0,0.020777,0,0,0,0,0,0,0,0,0.002618,0.006162,0,0,0,0,0,0,0,0,0,0.0010486,0,0.0029887,0,0.0049492
panBarnesiella_intestinihominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029185
panBifidobacterium_adolescentis,0,0,0,0,0,0,0,0,0.0020776,0,0,0,0,0,0,0.0026038,0,0,0,0.037308,0,0,0.0026519,0,0,0,0.004532,0,0,0,0,0,0,0.040205,0,0.0018639,0,0,0,0,0,0,0,0.020057,0,0,0,0,0,0.0011099,0,0.0047917,0,0,0,0,0,0.0016602,0,0,0,0.0092427,0.0018138,0,0.023346,0,0,0,0,0.0045071,0.0010098
panBifidobacterium_animalis,0.067391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022591,0,0.039653,0.0018541,0.016382,0.011543,0.004081,0,0,0,0,0.0012873,0.0010373,0,0.0010024,0,0,0.0075617,0,0,0.0027096,0,0
panBifidobacterium_bifidum,0,0,0,0,0.013678,0,0,0,0.13223,0,0.072806,0,0,0,0,0,0,0,0,0,0,0,0.1837,0,0,0,0.0055208,0,0.033204,0,0,0.02593,0.0052068,0.0016803,0.034765,0.21622,0,0,0,0.0047755,0,0,0,0.0032394,0.020789,0.0089777,0,0.0020345,0.003876,0.0085307,0.0078697,0.014568,0.025787,0,0,0,0.0022671,0.0030252,0,0,0,0.0021646,0,0.0030144,0,0.0014372,0,0.0010816,0.0011883,0,0.0022859
panBifidobacterium_breve,0,0,0,0,0.053235,0,0,0,0.024486,0,0,0.0013991,0,0,0,0.025885,0.0030473,0,0,0,0,0,0.10125,0,0,0.0038921,0,0.012598,0.0024726,0,0,0,0,0.09978,0,0,0.028582,0,0.011447,0.020502,0,0.002666,0,0,0,0.057624,0.075027,0.024545,0.001995,0.082802,0.1009,0,0,0.0093656,0.001242,0.021698,0.01432,0.042224,0,0.036529,0,0.0072773,0.016325,0.0091634,0.055771,0.021013,0,0.0042729,0.043903,0,0.0059146
panBifidobacterium_catenulatum,0,0,0,0,0,0,0,0,0,0,0,0.0035259,0,0,0,0.0030633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013262,0,0.002337,0,0.0042466,0,0.0018639,0,0,0,0.0028543,0,0,0,0,0,0,0.007243,0,0.002204,0.014778,0.0012811,0,0,0,0,0,0.0032166,0.02553,0,0.0027611,0,0,0.015585,0,0.024914,0,0,0.0045858,0.0017554,0,0.024291
panBifidobacterium_dentium,0,0,0,0,0,0.0021575,0,0,0,0,0,0,0,0,0,0,0,0,0.0019545,0,0,0,0,0.0042822,0,0,0,0,0,0,0.027854,0.0027596,0,0,0.015494,0.14259,0,0,0,0.0070809,0.002338,0,0.0018699,0.032152,0,0,0,0.045764,0.0050731,0,0,0,0.0051574,0,0,0,0,0.0013835,0,0,0,0,0.0019809,0,0.0016833,0,0,0,0,0.0053565,0
panBifidobacterium_longum,0,0,0.013006,0,0.11497,0.085609,0,0,0.27736,0,0.1989,0.13085,0.02104,0,0,0.020677,0.0059342,0,0,0.010287,0.0074552,0.039892,0.12416,0,0,0.002371,0.013843,0.001242,0.47722,0.016136,0.0078094,0,0.14951,0.035287,0.0075121,0.12861,0.021437,0,0.0030562,0.042815,0.0032633,0.095849,0,0.013199,0.024812,0.025611,0.03004,0.0071206,0.0071441,0.22392,0.0052465,0.013821,0.061585,0.0082874,0.003667,0.034955,0.043231,0.058125,0.016437,0.001791,0.016399,0.022921,0.017876,0.019744,0.032123,0.0056079,0.0097702,0.020998,0.0078588,0.0054778,0.015491
panBifidobacterium_pseudocatenulatum,0,0,0,0,0,0,0,0,0.0015582,0,0.0035143,0,0,0,0,0.052994,0.0011227,0,0,0.0013764,0,0,0,0,0,0,0,0,0.021194,0.0025867,0,0,0.0081821,0.040664,0.0099876,0,0.035939,0,0,0.0010429,0,0,0,0.0010683,0.016631,0.0089777,0.002626,0,0.001026,0.0045032,0.0054905,0.0010595,0,0,0,0,0.018215,0.0072679,0,0,0,0.0014342,0.0050835,0.01673,0.022464,0,0,0.011764,0.0017014,0,0.028164
panBifidobacterium_scardovii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040275,0,0,0,0,0,0,0,0,0.0061883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020698,0
panBifidobacterium_sp_MSTE12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBifidobacterium_sp_N4G05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBifidobacterium_sp_N5G01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBilophila_sp_4_1_30,0,0,0,0,0,0,0,0,0,0,0,0.00666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038379,0,0,0,0,0,0,0.0026427,0,0,0,0,0,0,0.0057694,0,0,0,0.0017646,0,0,0,0,0.0016988,0
panBilophila_wadsworthia,0.0063155,0,0,0,0,0,0,0,0,0,0,0.13398,0,0,0,0,0,0,0.012125,0,0,0,0,0,0,0,0,0,0,0.019708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067698,0,0,0,0,0,0,0.059851,0,0,0,0,0,0,0.015676,0,0,0,0.034062,0,0,0,0,0.022778,0.012462
panBlautia_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014672,0,0,0,0,0,0,0,0,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_6_1_37FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_AM10_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012789,0,0,0.0040298,0,0,0,0,0,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_AM21_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028485,0,0,0.001194,0,0,0,0,0,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_AM25_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011539,0,0,0,0,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_AM26_1LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023253,0,0,0.0018843,0,0,0,0,0.0010448,0,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_AM48_27BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020534,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_GAM79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017284,0,0,0,0,0
panBlautia_Lachnospiraceae_bacterium_NLAE_zl_G231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022947,0,0,0,0,0,0,0,0.0014571,0,0,0
panBlautia_Lachnospiraceae_bacterium_OF11_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015385,0,0,0,0.0024147,0.0012493,0,0,0,0,0
panBlautia_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036841,0,0,0,0,0,0,0.0024049,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_obeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011342,0,0.0030206,0,0,0,0,0.0017353,0,0,0,0.0047917,0,0.0023255,0,0,0.0016664,0.0014573,0.016711,0.0016231,0.007133,0.001474,0.0020525,0,0.0026353,0.0093465,0.0040411,0.0053724,0.0021515,0.0011614,0.033068
panBlautia_producta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021162
panBlautia_schinkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011305,0,0,0,0.0022196,0,0,0,0,0,0,0,0
panBlautia_sp_aa_0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037322,0,0,0,0,0,0,0.0021788,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_sp_AF13_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012317
panBlautia_sp_AF14_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011094,0
panBlautia_sp_AF17_9LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015428,0
panBlautia_sp_AF19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020109,0
panBlautia_sp_AF22_5LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013683,0,0
panBlautia_sp_AF26_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012039,0,0,0,0,0,0,0,0,0,0,0.0010024,0,0,0,0,0,0,0,0
panBlautia_sp_AF32_4BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001074,0,0,0,0,0,0,0,0
panBlautia_sp_AF34_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012481,0
panBlautia_sp_AM23_13AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017661,0,0,0,0,0,0,0.0010574,0
panBlautia_sp_AM29_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011695,0,0,0,0,0,0,0,0
panBlautia_sp_AM42_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023116,0,0,0,0,0,0,0,0,0,0,0.0010979,0,0,0,0,0,0,0.0053045,0
panBlautia_sp_AM47_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010024,0,0,0,0,0,0,0.0010401,0
panBlautia_sp_BCRC_81119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_sp_KGMB01111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018814,0,0
panBlautia_sp_KLE_1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010644,0,0,0,0,0,0,0,0,0.0029136,0,0,0,0,0,0,0.0021171,0,0,0,0,0,0,0,0,0,0,0,0.0011208
panBlautia_sp_Marseille_P2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019163,0,0,0,0,0
panBlautia_sp_Marseille_P3201T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015535,0,0,0,0,0,0,0,0,0,0,0.0017124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011073,0,0
panBlautia_sp_N6H1_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087,0,0.0023315,0.0018028,0
panBlautia_sp_OF03_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019504,0,0,0,0,0,0,0,0,0,0,0.0015752,0,0,0,0,0,0,0.0021669,0
panBlautia_sp_OF03_15BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074208,0,0,0,0,0
panBlautia_sp_OF09_25XD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013175,0
panBlautia_sp_OM05_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011317,0,0,0,0,0,0,0,0,0,0,0.0016706,0,0,0,0,0,0,0.0010921,0
panBlautia_sp_SF_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053455,0,0,0,0,0,0,0.0023364,0,0,0,0,0,0,0,0,0,0,0,0
panBlautia_sp_SG_772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004285,0,0
panBlautia_wexlerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025891,0,0,0,0,0,0,0,0,0,0,0.0025792,0,0,0.001182,0.0021398,0.0025008,0.0027238,0.0050817,0.0011022,0.0028162,0,0.0010448,0.0056455,0.0051153,0.0060697,0.0011163,0,0.0033512
panBurkholderiales_bacterium_1_1_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011788,0
panButyricicoccus_Clostridiaceae_bacterium_AF18_31LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012963,0,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_AF29_16BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021981,0,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_AF42_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017754,0,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_AM27_36LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014842,0,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_OF09_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002339,0,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_OM02_2AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024553,0,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_OM08_6BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039265,0,0.0012425,0,0,0
panButyricicoccus_Clostridiaceae_bacterium_TF01_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010257,0,0,0,0.0013699,0,0,0,0,0,0
panButyricicoccus_pullicaecorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025165,0,0,0,0,0,0,0.020453,0,0
panButyricicoccus_sp_AF10_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021096,0,0,0,0,0,0,0.001618,0.0010352,0,0.0012983
panButyricicoccus_sp_AM05_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014686,0,0,0,0,0,0,0.0010548,0,0,0
panButyricicoccus_sp_AM27_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016551,0,0,0,0,0,0,0,0,0,0
panButyricicoccus_sp_AM28_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026574,0,0,0,0,0,0,0.001609,0.0012063,0,0.0014648
panButyricicoccus_sp_AM42_5AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010051,0,0,0,0,0
panButyricicoccus_sp_GAM44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025145,0,0.0047903,0,0,0,0,0.0015123,0,0.0024314,0.0039969,0,0.0036509
panCampylobacter_concisus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027142,0,0.0049067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
