Taxon,TaxonID,Species,AGORA2_Species
taxid_1689271,1689271,Cellulomonas timonensis,Cellulomonas_timonensis
taxid_29360,29360,Cellulosilyticum lentocellum,Cellulosilyticum_lentocellum
taxid_188913,188913,Cetobacterium somerae,Cetobacterium_somerae
taxid_1639108,1639108,Chania multitudinisentens,Chania_multitudinisentens
taxid_1096,1096,Chlorobium phaeobacteroides,Chlorobium_phaeobacteroides
taxid_1805714,1805714,Christensenella massiliensis,Christensenella_massiliensis
taxid_626937,626937,Christensenella minuta,Christensenella_minuta
taxid_1816678,1816678,Christensenella timonensis,Christensenella_timonensis
taxid_35703,35703,Citrobacter amalonaticus,Citrobacter_amalonaticus
taxid_67824,67824,Citrobacter farmeri AUSMDU00008141,Citrobacter_farmeri
taxid_546,546,Citrobacter freundii,Citrobacter_freundii
taxid_2077149,2077149,Citrobacter freundii complex sp. CFNIH9,Citrobacter_freundii
taxid_545,545,Citrobacter koseri,Citrobacter_koseri
taxid_1639133,1639133,Citrobacter portucalensis,Citrobacter_portucalensis
taxid_67825,67825,Citrobacter rodentium,Citrobacter_rodentium
taxid_1696093,1696093,Citrobacter sp. CtB7.12,Citrobacter_sp_CtB712
taxid_1169322,1169322,Citrobacter sp. KTE151,Citrobacter_sp_KTE151
taxid_1169319,1169319,Citrobacter sp. KTE30,Citrobacter_sp_KTE30
taxid_133448,133448,Citrobacter youngae,Citrobacter_youngae
taxid_508460,508460,Cloacibacillus evryensis,Cloacibacillus_evryensis
taxid_1697794,1697794,Clostridia bacterium UC5.1-1D1,Vallitalea_Clostridia_bacterium_UC51_1D1
taxid_1697787,1697787,Clostridia bacterium UC5.1-1D10,Vallitalea_Clostridia_bacterium_UC51_1D10
taxid_1697791,1697791,Clostridia bacterium UC5.1-2G4,Vallitalea_Clostridia_bacterium_UC51_2G4
taxid_1697795,1697795,Clostridia bacterium UC5.1-2H11,Vallitalea_Clostridia_bacterium_UC51_2H11
taxid_1697788,1697788,Clostridia bacterium UC5.1-2H6,Vallitalea_Clostridia_bacterium_UC51_2H6
taxid_2292182,2292182,Clostridiaceae bacterium AF18-31LB,Butyricicoccus_Clostridiaceae_bacterium_AF18_31LB
taxid_2292179,2292179,Clostridiaceae bacterium AF29-16BH,Butyricicoccus_Clostridiaceae_bacterium_AF29_16BH
taxid_2291989,2291989,Clostridiaceae bacterium AF31-3BH,Hungatella_Clostridiaceae_bacterium_AF31_3BH
taxid_2291990,2291990,Clostridiaceae bacterium AF42-6,Butyricicoccus_Clostridiaceae_bacterium_AF42_6
taxid_2292288,2292288,Clostridiaceae bacterium AM27-36LB,Butyricicoccus_Clostridiaceae_bacterium_AM27_36LB
taxid_2292276,2292276,Clostridiaceae bacterium OF09-1,Butyricicoccus_Clostridiaceae_bacterium_OF09_1
taxid_2292275,2292275,Clostridiaceae bacterium OM02-2AC,Butyricicoccus_Clostridiaceae_bacterium_OM02_2AC
taxid_2292274,2292274,Clostridiaceae bacterium OM08-6BH,Butyricicoccus_Clostridiaceae_bacterium_OM08_6BH
taxid_2305245,2305245,Clostridiaceae bacterium TF01-6,Butyricicoccus_Clostridiaceae_bacterium_TF01_6
taxid_2306574,2306574,Clostridiales bacterium AM23-16LB,Intestinimonas_Clostridiales_bacterium_AM23_16LB
taxid_2109688,2109688,Clostridiales bacterium CCNA10,Intestinimonas_Clostridiales_bacterium_CCNA10
taxid_2109689,2109689,Clostridiales bacterium Choco116,Intestinimonas_Clostridiales_bacterium_Choco116
taxid_1715004,1715004,Clostridiales bacterium KLE1615,Intestinimonas_Clostridiales_bacterium_KLE1615
taxid_1232438,1232438,Clostridiales bacterium VE202-01,Intestinimonas_Clostridiales_bacterium_VE202_01
taxid_1232439,1232439,Clostridiales bacterium VE202-03,Intestinimonas_Clostridiales_bacterium_VE202_03
taxid_1232448,1232448,Clostridiales bacterium VE202-07,Lawsonibacter_Clostridiales_bacterium_VE202_07
taxid_1232443,1232443,Clostridiales bacterium VE202-13,Intestinimonas_Clostridiales_bacterium_VE202_13
taxid_1232452,1232452,Clostridiales bacterium VE202-14,Lawsonibacter_Clostridiales_bacterium_VE202_14
taxid_1232445,1232445,Clostridiales bacterium VE202-16,Lawsonibacter_Clostridiales_bacterium_VE202_16
taxid_1232446,1232446,Clostridiales bacterium VE202-18,Intestinimonas_Clostridiales_bacterium_VE202_18
taxid_1232454,1232454,Clostridiales bacterium VE202-26,Oxobacter_Clostridiales_bacterium_VE202_26
taxid_1232460,1232460,Clostridiales bacterium VE202-28,Intestinimonas_Clostridiales_bacterium_VE202_28
taxid_1496,1496,Clostridioides difficile,Clostridioides_difficile
taxid_1540,1540,Clostridioides mangenotii,Clostridioides_mangenotii
taxid_1488,1488,Clostridium acetobutylicum,Clostridium_acetobutylicum
taxid_1499689,1499689,Clostridium amazonitimonense,Clostridium_amazonitimonense
taxid_1561,1561,Clostridium baratii,Clostridium_baratii
taxid_1520,1520,Clostridium beijerinckii,Clostridium_beijerinckii
taxid_1491,1491,Clostridium botulinum,Clostridium_botulinum
taxid_1492,1492,Clostridium butyricum,Clostridium_butyricum
taxid_1529,1529,Clostridium cadaveris,Clostridium_cadaveris
taxid_1530,1530,Clostridium carnis NCTC10913,Clostridium_carnis
taxid_36834,36834,Clostridium celatum,Clostridium_celatum
taxid_46867,46867,Clostridium chauvoei,Clostridium_chauvoei
taxid_1494,1494,Clostridium cochlearium,Clostridium_cochlearium
taxid_179628,179628,Clostridium colicanis,Clostridium_colicanis
taxid_84024,84024,Clostridium disporicum,Clostridium_disporicum
taxid_94869,94869,Clostridium gasigenes DSM 12272,Clostridium_gasigenes
taxid_1470356,1470356,Clostridium ihumii,Clostridium_ihumii
taxid_759821,759821,Clostridium indicum PI-S10-A1B,Clostridium_sp_PI_S10_A1B
taxid_182773,182773,Clostridium isatidis,Clostridium_isatidis
taxid_1414721,1414721,Clostridium jeddahense,Clostridium_jeddahense
taxid_1805472,1805472,Clostridium mediterraneense,Clostridium_mediterraneense
taxid_137838,137838,Clostridium neonatale LCDC no.99-A-005,Clostridium_neonatale
taxid_1622073,1622073,Clostridium niameyense,Clostridium_niameyense
taxid_1805470,1805470,Clostridium nigeriense Marseille-P2414,Clostridium_nigeriense
taxid_29363,29363,Clostridium paraputrificum,Clostridium_paraputrificum
taxid_1501,1501,Clostridium pasteurianum,Clostridium_pasteurianum
taxid_1502,1502,Clostridium perfringens,Clostridium_perfringens
taxid_1650661,1650661,Clostridium phoceensis,Clostridium_phoceensis
taxid_1325933,1325933,Clostridium polynesiense,Clostridium_polynesiense
taxid_169679,169679,Clostridium saccharobutylicumDSM 13864,Clostridium_saccharobutylicum
taxid_36745,36745,Clostridium saccharoperbutylacetonicum,Clostridium_saccharoperbutylacetonicum
taxid_84031,84031,Clostridium sartagoforme,Clostridium_sartagoforme
taxid_1414720,1414720,Clostridium saudiense,Clostridium_saudiense
taxid_1465809,1465809,Clostridium senegalense,Clostridium_senegalense
taxid_1504,1504,Clostridium septicum DSM 7534,Clostridium_septicum
taxid_457397,457397,Clostridium sp. 1_1_41A1FAA,Clostridium_sp_1_1_41A1FAA
taxid_457396,457396,Clostridium sp. 7_2_43FAA,Clostridium_sp_7_2_43FAA
taxid_665940,665940,Clostridium sp. 7_3_54FAA,Clostridium_sp_7_3_54FAA
taxid_1391647,1391647,Clostridium sp. Ade.TY,Clostridium_sp_AdeTY
taxid_2292203,2292203,Clostridium sp. AF18-27,Clostridium_sp_AF18_27
taxid_2292206,2292206,Clostridium sp. AF27-2AA,Clostridium_sp_AF27_2AA
taxid_2293011,2293011,Clostridium sp. AF34-10BH,Clostridium_sp_AF34_10BH
taxid_2293012,2293012,Clostridium sp. AF34-13,Clostridium_sp_AF34_13
taxid_2293014,2293014,Clostridium sp. AF36-18BH,Clostridium_sp_AF36_18BH
taxid_2293024,2293024,Clostridium sp. AM22-11AC,Clostridium_sp_AM22_11AC
taxid_2305240,2305240,Clostridium sp. AM25-23AC,Clostridium_sp_AM25_23AC
taxid_2293026,2293026,Clostridium sp. AM27-31LB,Clostridium_sp_AM27_31LB
taxid_2293028,2293028,Clostridium sp. AM29-11AC,Clostridium_sp_AM29_11AC
taxid_2292303,2292303,Clostridium sp. AM30-24,Clostridium_sp_AM30_24
taxid_2293029,2293029,Clostridium sp. AM32-2,Clostridium_sp_AM32_2
taxid_2292304,2292304,Clostridium sp. AM33-3,Clostridium_sp_AM33_3
taxid_2305242,2305242,Clostridium sp. AM34-11AC,Clostridium_sp_AM34_11AC
taxid_2293030,2293030,Clostridium sp. AM34-9AC,Clostridium_sp_AM34_9AC
taxid_2292305,2292305,Clostridium sp. AM42-4,Clostridium_sp_AM42_4
taxid_2292307,2292307,Clostridium sp. AM58-1XD,Clostridium_sp_AM58_1XD
taxid_97138,97138,Clostridium sp. ASF356,Clostridium_sp_ASF356
taxid_1720194,1720194,Clostridium sp. AT4,Clostridium_sp_AT4
taxid_1507,1507,Clostridium sp. ATCC 29733,Clostridium_sp_ATCC_29733
taxid_649724,649724,Clostridium sp. ATCC BAA-442,Clostridium_sp_ATCC_BAA_442
taxid_755731,755731,Clostridium sp. BNL1100,Clostridium_sp_BNL1100
taxid_1776046,1776046,Clostridium sp. C105KSO14,Clostridium_sp_C105KSO14
taxid_2067550,2067550,Clostridium sp. chh4-2,Clostridium_sp_chh4_2
taxid_1499684,1499684,Clostridium sp. CL-2,Clostridium_sp_CL_2
taxid_1499683,1499683,Clostridium sp. CL-6,Clostridium_sp_CL_6
taxid_556261,556261,Clostridium sp. D5,Clostridium_sp_D5
taxid_641107,641107,Clostridium sp. DL-VIII,Clostridium_sp_DL_VIII
taxid_1761781,1761781,Clostridium sp. DSM 8431,Clostridium_sp_DSM_8431
taxid_908340,908340,Clostridium sp. HGF2,Clostridium_sp_HGF2
taxid_2044259,2044259,Clostridium sp. HMb25,Clostridium_sp_HMb25
taxid_1226325,1226325,Clostridium sp. KLE 1755,Clostridium_sp_KLE_1755
taxid_411489,411489,Clostridium sp. L2-50,Clostridium_sp_L2_50
taxid_411486,411486,Clostridium sp. M62/1,Clostridium_sp_M62_1
taxid_1805471,1805471,Clostridium sp. Marseille-P2415,Clostridium_sp_Marseille_P2415
taxid_1816694,1816694,Clostridium sp. Marseille-P2538,Clostridium_sp_Marseille_P2538
taxid_1805477,1805477,Clostridium sp. Marseille-P299,Clostridium_sp_Marseille_P299
taxid_1105031,1105031,Clostridium sp. MSTE9,Clostridium_sp_MSTE9
taxid_1347366,1347366,Clostridium sp. ND2,Clostridium_sp_ND2
taxid_2292308,2292308,Clostridium sp. OF03-18AA,Clostridium_sp_OF03_18AA
taxid_1776383,1776383,Clostridium sp. SN20,Clostridium_sp_SN20
taxid_411484,411484,Clostridium sp. SS2/1,Clostridium_sp_SS2_1
taxid_1042156,1042156,Clostridium sp. SY8519,Clostridium_sp_SY8519
taxid_2293052,2293052,Clostridium sp. TF08-15,Clostridium_sp_TF08_15
taxid_2293054,2293054,Clostridium sp. TM06-18,Clostridium_sp_TM06_18
taxid_1509,1509,Clostridium sporogenes,Clostridium_sporogenes
taxid_318464,318464,Clostridium sulfidigenes,Clostridium_sulfidigenes
taxid_1559,1559,Clostridium tertium,Clostridium_tertium
taxid_2479838,2479838,Clostridium transplantifaecale Marseille-P8228,Clostridium_sp_Marseille_P8228
taxid_1519,1519,Clostridium tyrobutyricum,Clostridium_tyrobutyricum
taxid_1267,1267,Clostridium ventriculi,Clostridium_ventriculi
taxid_1852379,1852379,Colibacter massiliensis,Colibacter_massiliensis
taxid_74426,74426,Collinsella aerofaciens,Collinsella_aerofaciens
taxid_1720204,1720204,Collinsella ihuae,Collinsella_ihumii
taxid_147207,147207,Collinsella intestinalis,Collinsella_intestinalis
taxid_742722,742722,Collinsella sp. 4_8_47FAA,Collinsella_sp_4_8_47FAA
taxid_1499681,1499681,Collinsella sp. MS5,Collinsella_sp_MS5
taxid_147206,147206,Collinsella stercoris,Collinsella_stercoris
taxid_626935,626935,Collinsella tanakaei,Collinsella_tanakaei
taxid_225991,225991,Comamonas aquatica,Comamonas_aquatica
taxid_285,285,Comamonas testosteroni,Comamonas_testosteroni
taxid_100884,100884,Coprobacillus cateniformis,Coprobacillus_cateniformis
taxid_552396,552396,Coprobacillus Erysipelotrichaceae bacterium 5_2_54FAA,Erysipelotrichaceae_bacterium_5_2_54FAA
taxid_1834207,1834207,Coprobacillus Erysipelotrichaceae bacterium I46,Erysipelotrichaceae_bacterium_I46
taxid_665941,665941,Coprobacillus sp. 3_3_56FAA,Coprobacillus_sp_3_3_56FAA
taxid_469597,469597,Coprobacillus sp. 8_2_54BFAA,Coprobacillus_sp_8_2_54BFAA
taxid_2293057,2293057,Coprobacillus sp. AF09-1A,Coprobacillus_sp_AF09_1A
taxid_556270,556270,Coprobacillus sp. D7,Coprobacillus_sp_D7
taxid_1099853,1099853,Coprobacter fastidiosus,Coprobacter_fastidiosus
taxid_116085,116085,Coprococcus catus,Coprococcus_catus
taxid_410072,410072,Coprococcus comes,Coprococcus_comes
taxid_33043,33043,Coprococcus eutactus,Coprococcus_eutactus
taxid_1870993,1870993,Coprococcus phoceensis Marseille-P3062,Tyzzerella_sp_Marseille_P3062
taxid_2293089,2293089,Coprococcus sp. AF18-48,Coprococcus_sp_AF18_48
taxid_2302946,2302946,Coprococcus sp. AF27-8,Coprococcus_sp_AF27_8
taxid_2293092,2293092,Coprococcus sp. AM27-12LB,Coprococcus_sp_AM27_12LB
taxid_1078091,1078091,Coprococcus sp. HPP0048,Coprococcus_sp_HPP0048
taxid_1078090,1078090,Coprococcus sp. HPP0074,Coprococcus_sp_HPP0074
taxid_1780377,1780377,Coriobacteriaceae bacterium CHKCI002,Parvibacter_Coriobacteriaceae_bacterium_CHKCI002
taxid_38284,38284,Corynebacterium accolens,Corynebacterium_accolens
taxid_43765,43765,Corynebacterium amycolatum,Corynebacterium_amycolatum
taxid_169292,169292,Corynebacterium aurimucosum,Corynebacterium_aurimucosum
taxid_1720192,1720192,Corynebacterium bouchesdurhonense,Corynebacterium_bouchesdurhonense
taxid_160386,160386,Corynebacterium casei,Corynebacterium_casei
taxid_61592,61592,Corynebacterium durum,Corynebacterium_durum
taxid_39791,39791,Corynebacterium glucuronolyticum,Corynebacterium_glucuronolyticum
taxid_1414719,1414719,Corynebacterium jeddahense,Corynebacterium_jeddahense
taxid_38289,38289,Corynebacterium jeikeium,Corynebacterium_jeikeium
taxid_161879,161879,Corynebacterium kroppenstedtii,Corynebacterium_kroppenstedtii
taxid_161890,161890,Corynebacterium mastitidis,Corynebacterium_mastitidis
taxid_1686286,1686286,Corynebacterium phoceense,Corynebacterium_phoceense
taxid_43769,43769,Corynebacterium propinquum,Corynebacterium_propinquum
taxid_37637,37637,Corynebacterium pseudodiphtheriticum,Corynebacterium_pseudodiphtheriticum
taxid_38303,38303,Corynebacterium pseudogenitalium,Corynebacterium_pseudogenitalium
taxid_43770,43770,Corynebacterium striatum,Corynebacterium_striatum
taxid_38304,38304,Corynebacterium tuberculostearicum,Corynebacterium_tuberculostearicum
taxid_302449,302449,Corynebacterium tuscaniense,Corynebacterium_tuscaniense
taxid_65058,65058,Corynebacterium ulcerans,Corynebacterium_ulcerans
taxid_1727,1727,Corynebacterium variabile,Corynebacterium_variabile
taxid_28141,28141,Cronobacter sakazakii,Cronobacter_sakazakii
taxid_84163,84163,Cryptobacterium curtum,Cryptobacterium_curtum
taxid_1720315,1720315,Cryptobacterium Eggerthellaceae bacterium AT8,Hugonella_massiliensis
taxid_1841857,1841857,Culturomica massiliensis,Culturomica_massiliensis
taxid_1796618,1796618,Cuneatibacter caecimuris,Cuneatibacter_caecimuris
taxid_230310,230310,Curvibacter gracilis,Curvibacter_gracilis
taxid_1574624,1574624,Cutibacterium [Propionibacterium] namnetense,Propionibacterium_namnetense
taxid_1747,1747,Cutibacterium acnes,Cutibacterium_acnes
taxid_33010,33010,Cutibacterium avidum,Cutibacterium_avidum
taxid_33011,33011,Cutibacterium granulosum,Cutibacterium_granulosum
taxid_1506471,1506471,Dakarella massiliensis,Dakarella_massiliensis
taxid_51515,51515,Dehalobacterium formicoaceticum,Dehalobacterium_formicoaceticum
taxid_80866,80866,Delftia acidovorans,Delftia_acidovorans
taxid_36740,36740,Dermabacter hominis NBRC 106157,Dermabacter_hominis
taxid_1203568,1203568,Dermabacter sp. HFH0086,Dermabacter_sp_HFH0086
taxid_49338,49338,Desulfitobacterium hafniense,Desulfitobacterium_hafniense
taxid_132132,132132,Desulfomicrobium orale,Desulfomicrobium_orale
taxid_58180,58180,Desulfovibrio alaskensis,Oleidesulfovibrio_alaskensis
taxid_876,876,Desulfovibrio desulfuricans,Desulfovibrio_desulfuricans
taxid_571438,571438,Desulfovibrio legallii,Desulfovibrio_legallii
taxid_901,901,Desulfovibrio piger,Desulfovibrio_piger
taxid_665942,665942,Desulfovibrio sp. 6_1_46AFAA,Desulfovibrio_sp_6_1_46AFAA
taxid_218538,218538,Dialister invisus,Dialister_invisus
taxid_309120,309120,Dialister micraerophilus,Dialister_micraerophilus
taxid_39950,39950,Dialister pneumosintes,Dialister_pneumosintes
taxid_487173,487173,Dialister succinatiphilus,Dialister_succinatiphilus
taxid_1034346,1034346,Dielma fastidiosa,Dielma_fastidiosa
taxid_321318,321318,Dietzia cinnamea,Dietzia_cinnamea
taxid_29394,29394,Dolosigranulum pigrum,Dolosigranulum_pigrum
taxid_1470355,1470355,Dorea Candidatus Dorea massiliensis,Candidatus_Dorea_massiliensis
taxid_39486,39486,Dorea formicigenerans,Dorea_formicigenerans
taxid_88431,88431,Dorea longicatena,Dorea_longicatena
taxid_2040291,2040291,Dorea phocaeensis Marseille-P4003,Dorea_sp_Marseille_P4003
taxid_1280669,1280669,Dorea sp. AGR2135,Dorea_sp_AGR2135
taxid_658665,658665,Dorea sp. D27,Dorea_sp_D27
taxid_2080749,2080749,Dorea sp. Marseille-P4042,Dorea_sp_Marseille_P4042
taxid_1632013,1632013,Drancourtella massiliensis An770,Drancourtella_massiliensis
taxid_156974,156974,Dysgonomonas gadei,Dysgonomonas_gadei
taxid_163665,163665,Dysgonomonas mossii,Dysgonomonas_mossii
taxid_1263550,1263550,Edwardsiella piscicida,Edwardsiella_piscicida
taxid_636,636,Edwardsiella tarda,Edwardsiella_tarda
taxid_84112,84112,Eggerthella lenta,Eggerthella_lenta
taxid_242230,242230,Eggerthella sinensis,Eggerthella_sinensis
taxid_665943,665943,Eggerthella sp. 1_3_56FAA,Eggerthella_sp_1_3_56FAA
taxid_910311,910311,Eggerthella sp. HGA1,Eggerthella_lenta
taxid_502558,502558,Eggerthella sp. YY7918,Eggerthella_sp_YY7918
taxid_1871008,1871008,Eggerthella timonensis Marseille-P3135,Eggerthella_timonensis
taxid_31973,31973,Eggerthia catenaformis,Eggerthia_catenaformis
taxid_539,539,Eikenella corrodens,Eikenella_corrodens
taxid_1720294,1720294,Eisenbergiella massiliensis AT11,Eisenbergiella_massiliensis
taxid_2292348,2292348,Eisenbergiella sp. OF01-20,Eisenbergiella_sp_OF01_20
taxid_1432052,1432052,Eisenbergiella tayi,Eisenbergiella_tayi
taxid_1776384,1776384,Emergencia timonensis,Emergencia_timonensis
taxid_225324,225324,Enhydrobacter aerosaccus,Enhydrobacter_aerosaccus
taxid_1232426,1232426,Enorma [Collinsella] massiliensis,Collinsella_massiliensis
taxid_1472761,1472761,Enorma massiliensis,Enorma_massiliensis
taxid_1232436,1232436,Enorma timonensis,Enorma_timonensis
taxid_61645,61645,Enterobacter asburiae,Enterobacter_asburiae
taxid_69218,69218,Enterobacter cancerogenus,Enterobacter_cancerogenus
taxid_550,550,Enterobacter cloacae,Enterobacter_cloacae
taxid_158836,158836,Enterobacter hormaechei,Enterobacter_hormaechei
taxid_299767,299767,Enterobacter ludwigii,Enterobacter_ludwigii
taxid_539813,539813,Enterobacter mori,Enterobacter_mori
taxid_1812935,1812935,Enterobacter roggenkampii,Enterobacter_roggenkampii
taxid_1274400,1274400,Enterobacter sp. Bisph2,Enterobacter_sp_Bisph2
taxid_1566259,1566259,Enterobacter sp. NFR05,Enterobacter_sp_NFR05
taxid_1697388,1697388,Enterobacter tabaci,Enterobacter_mori
taxid_1755099,1755099,Enterobacter timonensis,Enterobacter_timonensis
taxid_358742,358742,Enterocloster aldenensis AF19-9LB,Enterocloster_aldenensis
taxid_57732,57732,Enterococcus asini,Enterococcus_asini
taxid_33945,33945,Enterococcus avium,Enterococcus_avium
taxid_317735,317735,Enterococcus caccae,Enterococcus_caccae
taxid_317010,317010,Enterococcus canintestini DSM 21207,Enterococcus_canintestini
taxid_37734,37734,Enterococcus casseliflavus,Enterococcus_casseliflavus
taxid_44008,44008,Enterococcus cecorum,Enterococcus_cecorum
taxid_44009,44009,Enterococcus dispar,Enterococcus_dispar
taxid_53345,53345,Enterococcus durans,Enterococcus_durans
taxid_1351,1351,Enterococcus faecalis,Enterococcus_faecalis
taxid_1352,1352,Enterococcus faecium,Enterococcus_faecium
taxid_1353,1353,Enterococcus gallinarum,Enterococcus_gallinarum
taxid_160453,160453,Enterococcus gilvus,Enterococcus_gilvus
taxid_1354,1354,Enterococcus hirae,Enterococcus_hirae
taxid_1640685,1640685,Enterococcus massiliensis,Enterococcus_massiliensis
taxid_53346,53346,Enterococcus mundtii,Enterococcus_mundtii
taxid_160454,160454,Enterococcus pallens,Enterococcus_pallens
taxid_154621,154621,Enterococcus phoeniculicola,Enterococcus_phoeniculicola
taxid_71452,71452,Enterococcus raffinosus,Enterococcus_raffinosus
taxid_41997,41997,Enterococcus saccharolyticus,Enterococcus_saccharolyticus
taxid_1834182,1834182,Enterococcus sp. 5B3_DIV0040,Enterococcus_sp_5B3_DIV0040
taxid_1834184,1834184,Enterococcus sp. 6D12_DIV0197,Enterococcus_sp_6D12_DIV0197
taxid_1182762,1182762,Enterococcus sp. C1,Enterococcus_sp_C1
taxid_1169668,1169668,Enterococcus sp. GMD4E,Enterococcus_sp_GMD4E
taxid_1581114,1581114,Enterococcus sp. HMSC05C03,Enterococcus_sp_HMSC05C03
taxid_671266,671266,Enterorhabdus caecimuris,Adlercreutzia_caecimuris
taxid_580026,580026,Enterorhabdus mucosicola,Adlercreutzia_mucosicola
taxid_88132,88132,Eremococcus coleocola,Eremococcus_coleocola
taxid_69224,69224,Erwinia psidii,Erwinia_psidii
taxid_69824,69824,Erysipelatoclostridium [Clostridium] cocleatum,Clostridium_cocleatum
taxid_1522,1522,Erysipelatoclostridium [Clostridium] innocuum,Erysipelatoclostridium_innocuum
taxid_341225,341225,Erysipelatoclostridium [Clostridium] saccharogumia,Clostridium_saccharogumia
taxid_29348,29348,Erysipelatoclostridium [Clostridium] spiroforme,Clostridium_spiroforme
taxid_457422,457422,Erysipelatoclostridium Erysipelotrichaceae bacterium 2_2_44A,Erysipelotrichaceae_bacterium_2_2_44A
taxid_658657,658657,Erysipelatoclostridium Erysipelotrichaceae bacterium 21_3,Erysipelotrichaceae_bacterium_21_3
taxid_469614,469614,Erysipelatoclostridium Erysipelotrichaceae bacterium 6_1_45,Erysipelotrichaceae_bacterium_6_1_45
taxid_1547,1547,Erysipelatoclostridium ramosum,Erysipelatoclostridium_ramosum
taxid_1648,1648,Erysipelothrix rhusiopathiae,Erysipelothrix_rhusiopathiae
taxid_208962,208962,Escherichia albertii,Escherichia_albertii
taxid_562,562,Escherichia coli,Escherichia_coli
taxid_564,564,Escherichia fergusonii,Escherichia_fergusonii
taxid_1169321,1169321,Escherichia sp. KTE114,Escherichia_sp_KTE114
taxid_754331,754331,Escherichia sp. TW09308,Escherichia_sp_TW09308
taxid_253239,253239,Ethanoligenens harbinense,Ethanoligenens_harbinense
taxid_29322,29322,Eubacterium [Eubacterium] cellulosolvens,Eubacterium_cellulosolvens
taxid_39485,39485,Eubacterium [Eubacterium] eligens,Lachnospira_eligens
taxid_39488,39488,Eubacterium [Eubacterium] hallii,Anaerobutyricum_hallii
taxid_53442,53442,Eubacterium callanderi,Eubacterium_limosum
taxid_1736,1736,Eubacterium limosum,Eubacterium_limosum
taxid_1732,1732,Eubacterium oxidoreducens,Eubacterium_oxidoreducens
taxid_97253,97253,Eubacterium plexicaudatum,Eubacterium_plexicaudatum
taxid_155865,155865,Eubacterium pyruvativorans,Eubacterium_pyruvativorans
taxid_39490,39490,Eubacterium ramulus,Eubacterium_ramulus
taxid_1235790,1235790,Eubacterium sp. 14-2,Eubacterium_sp_14_2
taxid_457402,457402,Eubacterium sp. 3_1_31,Eubacterium_sp_3_1_31
taxid_2292233,2292233,Eubacterium sp. AF22-9,Eubacterium_sp_AF22_9
taxid_2292350,2292350,Eubacterium sp. AM46-8,Eubacterium_sp_AM46_8
taxid_2292351,2292351,Eubacterium sp. AM49-13BH,Eubacterium_sp_AM49_13BH
taxid_2292352,2292352,Eubacterium sp. OM08-24,Eubacterium_sp_OM08_24
taxid_1658112,1658112,Eubacterium sp. SB2,Eubacterium_sp_SB2
taxid_39496,39496,Eubacterium ventriosum,Eubacterium_ventriosum
taxid_41202,41202,Ewingella americana,Ewingella_americana
taxid_178214,178214,Facklamia hominis,Facklamia_hominis
taxid_82347,82347,Facklamia languida,Facklamia_languida
taxid_853,853,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii
taxid_2292234,2292234,Faecalibacterium sp. AF28-13AC,Faecalibacterium_sp_AF28_13AC
taxid_2293109,2293109,Faecalibacterium sp. OF04-11AC,Faecalibacterium_sp_OF04_11AC
taxid_39482,39482,Faecalicatena contorta ET52,Faecalicatena_contorta
taxid_1323,1323,Faecalicoccus pleomorphus,Faecalicoccus_pleomorphus
taxid_1912855,1912855,Faecalimonas umbilicata EGH7,Faecalimonas_umbilicata
taxid_39483,39483,Faecalitalea cylindroides,Faecalitalea_cylindroides
taxid_1723384,1723384,Fenollaria timonensis,Fenollaria_timonensis
taxid_143361,143361,Filifactor alocis,Filifactor_alocis
taxid_1260,1260,Finegoldia magna,Finegoldia_magna
taxid_2292884,2292884,Firmicutes bacterium AF12-30,Ezakiella_Firmicutes_bacterium_AF12_30
taxid_2292885,2292885,Firmicutes bacterium AF16-15,Candidatus_Stoquefichus_Firmicutes_bacterium_AF16_15
taxid_2292887,2292887,Firmicutes bacterium AF22-6AC,Candidatus_Stoquefichus_Firmicutes_bacterium_AF22_6AC
taxid_2292181,2292181,Firmicutes bacterium AF25-13AC,Candidatus_Stoquefichus_Firmicutes_bacterium_AF25_13AC
taxid_2292888,2292888,Firmicutes bacterium AF36-19BH,Candidatus_Stoquefichus_Firmicutes_bacterium_AF36_19BH
taxid_2292889,2292889,Firmicutes bacterium AF36-3BH,Candidatus_Stoquefichus_Firmicutes_bacterium_AF36_3BH
taxid_2292896,2292896,Firmicutes bacterium AM55-24TS,Candidatus_Stoquefichus_Firmicutes_bacterium_AM55_24TS
taxid_2292897,2292897,Firmicutes bacterium AM59-13,Merdibacter_Firmicutes_bacterium_AM59_13
taxid_2292899,2292899,Firmicutes bacterium OM08-11AC,Candidatus_Stoquefichus_Firmicutes_bacterium_OM08_11AC
taxid_2292898,2292898,Firmicutes bacterium TM09-10,Candidatus_Stoquefichus_Firmicutes_bacterium_TM09_10
taxid_1522309,1522309,Flaviflexus massiliensis,Flaviflexus_massiliensis
taxid_292800,292800,Flavonifractor plautii,Flavonifractor_plautii
taxid_1965537,1965537,Flavonifractor sp. An10,Flavonifractor_sp_An10
taxid_1965538,1965538,Flavonifractor sp. An100,Flavonifractor_sp_An100
taxid_1965629,1965629,Flavonifractor sp. An306,Flavonifractor_sp_An306
taxid_1965660,1965660,Flavonifractor sp. An82,Flavonifractor_sp_An82
taxid_1650663,1650663,Fournierella massiliensis,Fournierella_massiliensis
taxid_709323,709323,Fructobacillus tropaeoli,Fructobacillus_tropaeoli
